building_id,xml_filename,should_run_simulation,OccupancyClassification,Address,BuildingName,ParcelNumber,FloorArea(ft2),YearBuilt,template,SiteEUI(kBtu/ft2),SourceEUI(kBtu/ft2),ElectricityEUI(kBtu/ft2),GasEUI(kBtu/ft2),YearEUI
14388,14388.xml,1,Retail,341 - 341 SUTTER ST,Building [341 - 341 SUTTER ST],SF0294020,5387,1999,CBES T24 1992,,,,,
14404,14404.xml,1,Office, -   ,Building [ -   ],SF0817028,6600,1998,CBES T24 1992,,,,,
14427,14427.xml,1,Retail,2101 - 2101 16TH ST,Building [2101 - 2101 16TH ST],SF3962007,2423,2011,CBES T24 2008,,,,,
14433,14433.xml,1,Retail,1326 - 1326 09TH AVE,Building [1326 - 1326 09TH AVE],SF1763036A,2875,1924,CBES Pre-1978,,,,,
14437,14437.xml,1,Retail,2800 - 2800 SAN BRUNO AVE,Building [2800 - 2800 SAN BRUNO AVE],SF6049001,574,1928,CBES Pre-1978,,,,,
14444,14444.xml,1,Retail,1020 - 1020 GEARY ST,Building [1020 - 1020 GEARY ST],SF0694005,6300,2012,CBES T24 2008,,,,,
14446,14446.xml,1,Retail,554 - 554 CLAYTON ST,Building [554 - 554 CLAYTON ST],SF1231019,2970,2015,CBES T24 2008,,,,,
14449,14449.xml,1,Retail,1339 - 1339 MISSION ST,Building [1339 - 1339 MISSION ST],SF3509036,4296,2011,CBES T24 2008,,,,,
14453,14453.xml,1,Office,2958 - 2960 VAN NESS AVE,Building [2958 - 2960 VAN NESS AVE],SF0478015,3346,2000,CBES T24 1992,,,,,
14459,14459.xml,1,Office,26 - 26 OCEAN AVE,Building [26 - 26 OCEAN AVE],SF3207004,2886,2009,CBES T24 2008,,,,,
14486,14486.xml,1,Retail,3228 - 3232 SACRAMENTO ST,Building [3228 - 3232 SACRAMENTO ST],SF1007011,2900,2015,CBES T24 2008,,,,,
14506,14506.xml,1,Retail,398 - 398 07TH ST,Building [398 - 398 07TH ST],SF3755017,4250,1996,CBES T24 1992,,,,,
14514,14514.xml,1,Office,1031 - 1031 POST ST,Building [1031 - 1031 POST ST],SF0693025,3700,2000,CBES T24 1992,,,,,
14520,14520.xml,1,Office,3500 - 3502 GEARY BLVD,Building [3500 - 3502 GEARY BLVD],SF1062022,8910,1998,CBES T24 1992,,,,,
14530,14530.xml,1,Office,201 - 219 OFARRELL ST,Building [201 - 219 OFARRELL ST],SF0326001,9504,2003,CBES T24 2001,,,,,
14539,14539.xml,1,Retail,674 - 674 BROADWAY ,Building [674 - 674 BROADWAY ],SF0146009,5910,2010,CBES T24 2008,,,,,
14564,14564.xml,1,Office,348 - 354 PINE ST,354 Pine Street LLC [348 - 354 PINE ST],SF0260008,21420,2010,CBES T24 2008,55,95,17.82296651,37.17703349,2015
14597,14597.xml,1,Retail,375 - 375 VALENCIA ST,Building [375 - 375 VALENCIA ST],SF3547010,3780,1994,CBES T24 1992,,,,,
14603,14603.xml,1,Retail,1231 - 1231 09TH AVE,Building [1231 - 1231 09TH AVE],SF1741004,3000,2003,CBES T24 2001,,,,,
14654,14654.xml,1,Retail,3019 - 3019 GEARY BLVD,Building [3019 - 3019 GEARY BLVD],SF1089031,4700,1989,CBES T24 1978,,,,,
14666,14666.xml,1,Retail,300 - 300 19TH AVE,Building [300 - 300 19TH AVE],SF1450035A,2575,2010,CBES T24 2008,,,,,
14726,14726.xml,1,Retail,4834 - 4834 MISSION ST,Building [4834 - 4834 MISSION ST],SF6959029,3500,1926,CBES Pre-1978,,,,,
14736,14736.xml,1,Office,567 - 567 07TH ST,Building [567 - 567 07TH ST],SF3779030,5760,2009,CBES T24 2008,,,,,
14758,14758.xml,1,Retail,1033 - 1033 TARAVAL ST,Building [1033 - 1033 TARAVAL ST],SF2405036A,2830,1936,CBES Pre-1978,,,,,
14761,14761.xml,1,Retail,320 - 320 HAYES ST,Building [320 - 320 HAYES ST],SF0809005,3750,2005,CBES T24 2005,,,,,
14789,14789.xml,1,Retail,1643 - 1643 VALENCIA ST,Building [1643 - 1643 VALENCIA ST],SF6574020,10755,2004,CBES T24 2001,,,,,
14814,14814.xml,1,Retail,2175 - 2185 CHESTNUT ST,Building [2175 - 2185 CHESTNUT ST],SF0490015,2614,2012,CBES T24 2008,,,,,
14817,14817.xml,1,Retail,2430 - 2430 MISSION ST,Building [2430 - 2430 MISSION ST],SF3609005,8014,2014,CBES T24 2008,,,,,
14848,14848.xml,1,Retail,2710 - 2710 MISSION ST,Building [2710 - 2710 MISSION ST],SF3643002,3025,1998,CBES T24 1992,,,,,
14855,14855.xml,1,Retail,420 - 420 CASTRO ST,Building [420 - 420 CASTRO ST],SF2647002B,2940,2014,CBES T24 2008,,,,,
14868,14868.xml,1,Retail,1510 - 1514 STOCKTON ST,Building [1510 - 1514 STOCKTON ST],SF0116020C,6400,1995,CBES T24 1992,,,,,
14870,14870.xml,1,Office,444 - 444 CASTRO ST,Building [444 - 444 CASTRO ST],SF2647006,6000,2010,CBES T24 2008,,,,,
14913,14913.xml,1,Retail,4620 - 4620 GEARY BLVD,Building [4620 - 4620 GEARY BLVD],SF1442021,2812,1972,CBES Pre-1978,,,,,
14922,14922.xml,1,Office,1248 - 1250 NORIEGA ST,Building [1248 - 1250 NORIEGA ST],SF2030012B,2660,2006,CBES T24 2005,,,,,
14931,14931.xml,1,Office,1137 - 1139 HOWARD ST,Building [1137 - 1139 HOWARD ST],SF3730090,5600,1924,CBES Pre-1978,,,,,
14935,14935.xml,1,Office,700 - 700 MONTGOMERY ST,700 MONTGOMERY ST [700 - 700 MONTGOMERY ST],SF0196028,11455,2013,CBES T24 2008,19,62,20.11961722,-1.119617225,2015
14948,14948.xml,1,Retail,1540 - 1540 OCEAN AVE,Building [1540 - 1540 OCEAN AVE],SF3196029,3420,2013,CBES T24 2008,,,,,
14977,14977.xml,1,Retail,840 - 842 MARKET ST,840 MARKET ST [840 - 842 MARKET ST],SF0329002A,14300,2003,CBES T24 2001,,,,,
15010,15010.xml,1,Retail,2953 - 2953 BAKER ST,Building [2953 - 2953 BAKER ST],SF0940001,2214,2007,CBES T24 2005,,,,,
15071,15071.xml,1,Retail,2201 - 2223 CHESTNUT ST,Building [2201 - 2223 CHESTNUT ST],SF0489001,5360,1927,CBES Pre-1978,,,,,
15078,15078.xml,1,Office,26 - 28 06TH ST,Building [26 - 28 06TH ST],SF3703003,5448,2008,CBES T24 2008,,,,,
15112,15112.xml,1,Retail,2351 - 2351 MARKET ST,Building [2351 - 2351 MARKET ST],SF3563026,2800,2016,CBES T24 2008,,,,,
15132,15132.xml,1,Office,1585 - 1585 FOLSOM ST,Building [1585 - 1585 FOLSOM ST],SF3521030,9600,2012,CBES T24 2008,,,,,
15144,15144.xml,1,Retail,1616 - 1624 CALIFORNIA ST,Building [1616 - 1624 CALIFORNIA ST],SF0643007,4890,2002,CBES T24 2001,,,,,
15152,15152.xml,1,Retail,1749 - 1749 WALLER ST,Building [1749 - 1749 WALLER ST],SF1250030,1884,1999,CBES T24 1992,,,,,
15161,15161.xml,1,Office,1345 - 1345 MISSION ST,Building [1345 - 1345 MISSION ST],SF3509019,3288,2007,CBES T24 2005,,,,,
15197,15197.xml,1,Retail,1410 - 1410 OCEAN AVE,Building [1410 - 1410 OCEAN AVE],SF3197007,2550,2007,CBES T24 2005,,,,,
15250,15250.xml,1,Retail,2048 - 2050 MISSION ST,Building [2048 - 2050 MISSION ST],SF3569009,2350,1998,CBES T24 1992,,,,,
15271,15271.xml,1,Office,143 - 143 08TH ST,Building [143 - 143 08TH ST],SF3727063,5980,2013,CBES T24 2008,,,,,
15280,15280.xml,1,Retail,70 - 70 04TH ST,Building [70 - 70 04TH ST],SF3705005,6240,1999,CBES T24 1992,,,,,
15296,15296.xml,1,Retail,220 - 220 JONES ST,Building [220 - 220 JONES ST],SF0339012,5812,2003,CBES T24 2001,,,,,
15316,15316.xml,1,Office, -   ,Building [ -   ],SF0832003,6931,1999,CBES T24 1992,,,,,
15317,15317.xml,1,Office,312 - 312 CONNECTICUT ST,Building [312 - 312 CONNECTICUT ST],SF4035003,9940,2012,CBES T24 2008,,,,,
15489,15489.xml,1,Office,459 - 459 GEARY ST,Building [459 - 459 GEARY ST],SF0316018,18337,2011,CBES T24 2008,,,,,
15519,15519.xml,1,Retail,4116 - 4116 GEARY BLVD,Building [4116 - 4116 GEARY BLVD],SF1437018,1250,2014,CBES T24 2008,,,,,
15521,15521.xml,1,Retail,1237 - 1239 POLK ST,Building [1237 - 1239 POLK ST],SF0670003,8692,1907,CBES Pre-1978,,,,,
15559,15559.xml,1,Office,825 - 831 PACIFIC AVE,Building [825 - 831 PACIFIC AVE],SF0179039,8424,2010,CBES T24 2008,,,,,
15569,15569.xml,1,Retail,858 - 858 STANYAN ST,Building [858 - 858 STANYAN ST],SF1262021,2650,1970,CBES Pre-1978,,,,,
15571,15571.xml,1,Retail,338 - 338 CASTRO ST,Building [338 - 338 CASTRO ST],SF2622060,950,2014,CBES T24 2008,,,,,
15576,15576.xml,1,Retail,784 - 784 STANYAN ST,Building [784 - 784 STANYAN ST],SF1250021,2500,1940,CBES Pre-1978,,,,,
15607,15607.xml,1,Retail,348 - 348 BAY SHORE BLVD,Building [348 - 348 BAY SHORE BLVD],SF5596039,2592,1931,CBES Pre-1978,,,,,
15613,15613.xml,1,Office,1145 - 1145 BUSH ST,Building [1145 - 1145 BUSH ST],SF0280027,5630,2011,CBES T24 2008,,,,,
15622,15622.xml,1,Office,280 - 280 OCEAN AVE,Building [280 - 280 OCEAN AVE],SF3211034,2729,1978,CBES T24 1978,,,,,
15647,15647.xml,1,Office,701 - 701 IRVING ST,Building [701 - 701 IRVING ST],SF1763001,5390,2013,CBES T24 2008,,,,,
15671,15671.xml,1,Retail,2052 - 2054 MISSION ST,Building [2052 - 2054 MISSION ST],SF3569085,4700,2010,CBES T24 2008,,,,,
15686,15686.xml,1,Retail,2884 - 2884 24TH ST,Building [2884 - 2884 24TH ST],SF4208022,2900,1929,CBES Pre-1978,,,,,
15693,15693.xml,1,Office,855 - 855 SANSOME ST,Building [855 - 855 SANSOME ST],SF0164001A,6636,2008,CBES T24 2008,,,,,
15700,15700.xml,1,Retail,2201 - 2201 POLK ST,Building [2201 - 2201 POLK ST],SF0550009,4150,1997,CBES T24 1992,,,,,
15715,15715.xml,1,Office,584 - 590 PACIFIC AVE,Building [584 - 590 PACIFIC AVE],SF0163011,4253,2014,CBES T24 2008,,,,,
15730,15730.xml,1,Retail,1640 - 1640 POST ST,Building [1640 - 1640 POST ST],SF0686030,4826,1996,CBES T24 1992,,,,,
15790,15790.xml,1,Retail,139 - 139 BROAD ST,Building [139 - 139 BROAD ST],SF7113035,1110,2011,CBES T24 2008,,,,,
15801,15801.xml,1,Office,617 - 619 SANSOME ST,Building [617 - 619 SANSOME ST],SF0196002,5936,2007,CBES T24 2005,,,,,
15805,15805.xml,1,Retail,631 - 633 KEARNY ST,Building [631 - 633 KEARNY ST],SF0226002,7896,1910,CBES Pre-1978,,,,,
15832,15832.xml,1,Retail,56 - 56 GOLD ST,Building [56 - 56 GOLD ST],SF0175015,4126,1906,CBES Pre-1978,,,,,
15839,15839.xml,1,Office,433 - 433 CORTLAND AVE,Building [433 - 433 CORTLAND AVE],SF5666034,2240,2002,CBES T24 2001,,,,,
15861,15861.xml,1,Retail,5420 - 5420 MISSION ST,Building [5420 - 5420 MISSION ST],SF7044A001B,2450,2016,CBES T24 2008,,,,,
15863,15863.xml,1,Office,1110 - 1118 GRANT AVE,Building [1110 - 1118 GRANT AVE],SF0162011,5452,1911,CBES Pre-1978,,,,,
15869,15869.xml,1,Retail,3271 - 3271 16TH ST,Building [3271 - 3271 16TH ST],SF3567036,2525,2010,CBES T24 2008,,,,,
15878,15878.xml,1,Retail,5124 - 5128 MISSION ST,Building [5124 - 5128 MISSION ST],SF7030004A,5157,1999,CBES T24 1992,,,,,
15914,15914.xml,1,Retail,707 - 709 SUTTER ST,Building [707 - 709 SUTTER ST],SF0298035,2970,2003,CBES T24 2001,,,,,
15915,15915.xml,1,Retail,3345 - 3349 CHESTNUT ST,Building [3345 - 3349 CHESTNUT ST],SF0490048,3640,1936,CBES Pre-1978,,,,,
15951,15951.xml,1,Office,845 - 851 GRANT AVE,Building [845 - 851 GRANT AVE],SF0210002,3270,1969,CBES Pre-1978,,,,,
15965,15965.xml,1,Office,5700 - 5700 GEARY BLVD,Building [5700 - 5700 GEARY BLVD],SF1453019,3000,2013,CBES T24 2008,,,,,
15988,15988.xml,1,Retail,4712 - 4720 03RD ST,Building [4712 - 4720 03RD ST],SF5311035,2212,2015,CBES T24 2008,,,,,
15993,15993.xml,1,Retail,3147 - 3151 16TH ST,Building [3147 - 3151 16TH ST],SF3568063,2800,1904,CBES Pre-1978,,,,,
16006,16006.xml,1,Retail,518 - 522 SUTTER ST,Building [518 - 522 SUTTER ST],SF0284005,9282,2010,CBES T24 2008,,,,,
16017,16017.xml,1,Retail,227 - 227 CHURCH ST,Building [227 - 227 CHURCH ST],SF3544062,2780,1907,CBES Pre-1978,,,,,
16077,16077.xml,1,Office,819 - 819 EDDY ST,Building [819 - 819 EDDY ST],SF0743015,3512,2003,CBES T24 2001,,,,,
16121,16121.xml,1,Retail,5617 - 5617 GEARY BLVD,Building [5617 - 5617 GEARY BLVD],SF1524039,2667,2015,CBES T24 2008,,,,,
16185,16185.xml,1,Retail,5130 - 5130 MISSION ST,Building [5130 - 5130 MISSION ST],SF7030004B,3220,2001,CBES T24 2001,,,,,
16186,16186.xml,1,Retail,2659 - 2659 MISSION ST,Building [2659 - 2659 MISSION ST],SF3637025,3134,2002,CBES T24 2001,,,,,
16226,16226.xml,1,Retail,729 - 729 BUSH ST,Building [729 - 729 BUSH ST],SF0284022,3272,1911,CBES Pre-1978,,,,,
16244,16244.xml,1,Retail,820 - 820 CORTLAND AVE,Building [820 - 820 CORTLAND AVE],SF5682002,2250,1929,CBES Pre-1978,,,,,
16300,16300.xml,1,Retail,3080 - 3080 SAN JOSE AVE,Building [3080 - 3080 SAN JOSE AVE],SF7156001,2500,2015,CBES T24 2008,,,,,
16352,16352.xml,1,Office,1516 - 1516 FOLSOM ST,Building [1516 - 1516 FOLSOM ST],SF3516071,1689,1999,CBES T24 1992,,,,,
16409,16409.xml,1,Retail,1271 - 1275 MISSION ST,Building [1271 - 1275 MISSION ST],SF3728075,8745,2014,CBES T24 2008,,,,,
16415,16415.xml,1,Retail,1853 - 1857 MARKET ST,Building [1853 - 1857 MARKET ST],SF3502042,3411,2006,CBES T24 2005,,,,,
16418,16418.xml,1,Office,3431 - 3431 CALIFORNIA ST,Building [3431 - 3431 CALIFORNIA ST],SF1034003,3930,1949,CBES Pre-1978,,,,,
16451,16451.xml,1,Retail,4734 - 4734 MISSION ST,Building [4734 - 4734 MISSION ST],SF6956001,3075,1908,CBES Pre-1978,,,,,
16476,16476.xml,1,Retail,4742 - 4742 MISSION ST,Building [4742 - 4742 MISSION ST],SF6956005,5250,1937,CBES Pre-1978,,,,,
16488,16488.xml,1,Office,2166 - 2166 CHESTNUT ST,Building [2166 - 2166 CHESTNUT ST],SF0486A026,3520,1977,CBES Pre-1978,,,,,
16499,16499.xml,1,Retail,1395 - 1397 REVERE AVE,Building [1395 - 1397 REVERE AVE],SF4788015,2530,1999,CBES T24 1992,,,,,
16507,16507.xml,1,Retail,2871 - 2871 MISSION ST,Building [2871 - 2871 MISSION ST],SF6517024,4968,2010,CBES T24 2008,,,,,
16529,16529.xml,1,Retail,2610 - 2610 BAY SHORE BLVD,Building [2610 - 2610 BAY SHORE BLVD],SF6309B002,2575,2010,CBES T24 2008,,,,,
16555,16555.xml,1,Retail,299 - 299 BAY SHORE BLVD,Building [299 - 299 BAY SHORE BLVD],SF5560105,3546,2014,CBES T24 2008,,,,,
16571,16571.xml,1,Retail,3585 - 3585 20TH ST,Building [3585 - 3585 20TH ST],SF3609044,5625,2009,CBES T24 2008,,,,,
16576,16576.xml,1,Retail,2344 - 2348 MISSION ST,Building [2344 - 2348 MISSION ST],SF3596009,2400,2007,CBES T24 2005,,,,,
16588,16588.xml,1,Office,1358 - 1358 VALENCIA ST,Building [1358 - 1358 VALENCIA ST],SF6514009,2880,1997,CBES T24 1992,,,,,
16644,16644.xml,1,Retail,560 - 560 MARKET ST,560 MARKET ST [560 - 560 MARKET ST],SF0291004,11734,1907,CBES Pre-1978,31,89,27.00956938,3.990430622,2014
16681,16681.xml,1,Retail,2401 - 2403 IRVING ST,Building [2401 - 2403 IRVING ST],SF1780001,5066,1911,CBES Pre-1978,,,,,
16709,16709.xml,1,Office,1277 - 1281 MISSION ST,Building [1277 - 1281 MISSION ST],SF3728103,5270,2007,CBES T24 2005,,,,,
16725,16725.xml,1,Retail,318 - 3180 DIVISADERO ST,Building [318 - 3180 DIVISADERO ST],SF1217022,3025,1900,CBES Pre-1978,,,,,
16736,16736.xml,1,Office,281 - 285 ELLIS ST,Building [281 - 285 ELLIS ST],SF0331014,5436,2014,CBES T24 2008,,,,,
16781,16781.xml,1,Retail,3242 - 3246 SCOTT ST,Building [3242 - 3246 SCOTT ST],SF0489026,4500,2013,CBES T24 2008,,,,,
16786,16786.xml,1,Retail,691 - 691 EDDY ST,Building [691 - 691 EDDY ST],SF0741010,1296,1968,CBES Pre-1978,,,,,
16789,16789.xml,1,Office,141 - 141 11TH ST,Building [141 - 141 11TH ST],SF3510044,4000,2008,CBES T24 2008,,,,,
16801,16801.xml,1,Retail,740 - 740 TAYLOR ST,Building [740 - 740 TAYLOR ST],SF0283012,8913,1918,CBES Pre-1978,,,,,
16814,16814.xml,1,Retail,2146 - 2148 MISSION ST,Building [2146 - 2148 MISSION ST],SF3576007,3675,1995,CBES T24 1992,,,,,
16897,16897.xml,1,Retail,2922 - 2922 MISSION ST,Building [2922 - 2922 MISSION ST],SF6529002A,2620,2009,CBES T24 2008,,,,,
16967,16967.xml,1,Office,1736 - 1736 18TH ST,Building [1736 - 1736 18TH ST],SF4006011,3295,1984,CBES T24 1978,,,,,
16978,16978.xml,1,Retail,2310 - 2310 MISSION ST,Building [2310 - 2310 MISSION ST],SF3596003,4255,2012,CBES T24 2008,,,,,
17001,17001.xml,1,Retail,1541 - 1541 TARAVAL ST,Building [1541 - 1541 TARAVAL ST],SF2400039,2450,2002,CBES T24 2001,,,,,
17006,17006.xml,1,Office,423 - 423 WASHINGTON ST,423 WASHINGTON ST [423 - 423 WASHINGTON ST],SF0206018,1510,2009,CBES T24 2008,43,137,43.94736842,-0.947368421,2015
17011,17011.xml,1,Retail,4344 - 4344 CALIFORNIA ST,Building [4344 - 4344 CALIFORNIA ST],SF1365019,1450,2010,CBES T24 2008,,,,,
17026,17026.xml,1,Office,48 - 48 GOLD ST,Building [48 - 48 GOLD ST],SF0175014,5280,2016,CBES T24 2008,,,,,
17029,17029.xml,1,Office,930 - 930 MONTGOMERY ST,Building [930 - 930 MONTGOMERY ST],SF0164013,24000,2004,CBES T24 2001,,,,,
17063,17063.xml,1,Retail,2765 - 2765 MISSION ST,Building [2765 - 2765 MISSION ST],SF3642069,2976,2003,CBES T24 2001,,,,,
17076,17076.xml,1,Retail,407 - 407 CLEMENT ST,Building [407 - 407 CLEMENT ST],SF1437044,1625,1900,CBES Pre-1978,,,,,
17094,17094.xml,1,Office,76 - 78 01ST ST,76 1ST ST [76 - 78 01ST ST],SF3708007,16200,2015,CBES T24 2008,27,86,27.58373206,-0.583732057,2015
17122,17122.xml,1,Retail,1111 - 1111 GRANT AVE,Building [1111 - 1111 GRANT AVE],SF0161004,5068,1907,CBES Pre-1978,,,,,
17126,17126.xml,1,Retail,4742 - 4742 MISSION ST,Building [4742 - 4742 MISSION ST],SF6956004,7065,1937,CBES Pre-1978,,,,,
17129,17129.xml,1,Retail,733 - 733 TARAVAL ST,Building [733 - 733 TARAVAL ST],SF2408044,4718,2006,CBES T24 2005,,,,,
17159,17159.xml,1,Retail,150 - 150 HOLLOWAY AVE,Building [150 - 150 HOLLOWAY AVE],SF6944023,2450,1938,CBES Pre-1978,,,,,
17203,17203.xml,1,Retail,5200 - 5210 MISSION ST,Building [5200 - 5210 MISSION ST],SF7031029,2125,1999,CBES T24 1992,,,,,
17236,17236.xml,1,Retail,696 - 696 CHENERY ST,Building [696 - 696 CHENERY ST],SF6742014,2863,1925,CBES Pre-1978,,,,,
17255,17255.xml,1,Retail,974 - 974 MARKET ST,Building [974 - 974 MARKET ST],SF0342014,2375,2013,CBES T24 2008,,,,,
17269,17269.xml,1,Retail,336 - 340 CLEMENT ST,Building [336 - 340 CLEMENT ST],SF1429024,3040,1907,CBES Pre-1978,,,,,
17272,17272.xml,1,Retail,1335 - 1335 SUTTER ST,Building [1335 - 1335 SUTTER ST],SF0690012A,5580,2014,CBES T24 2008,,,,,
17303,17303.xml,1,Retail,2850 - 2850 22ND ST,Building [2850 - 2850 22ND ST],SF4147013,3262,2002,CBES T24 2001,,,,,
17313,17313.xml,1,Retail,1607 - 1615 MCALLISTER ST,Building [1607 - 1615 MCALLISTER ST],SF1179001,4435,1900,CBES Pre-1978,,,,,
17322,17322.xml,1,Office,100 - 120 GREEN ST,Building [100 - 120 GREEN ST],SF0112007,9000,1998,CBES T24 1992,,,,,
17391,17391.xml,1,Retail,1162 - 1166 GENEVA AVE,Building [1162 - 1166 GENEVA AVE],SF6413031,5400,2000,CBES T24 1992,,,,,
17412,17412.xml,1,Retail,425 - 425 CLEMENT ST,Building [425 - 425 CLEMENT ST],SF1437041,1825,1922,CBES Pre-1978,,,,,
17415,17415.xml,1,Retail,731 - 731 IRVING ST,Building [731 - 731 IRVING ST],SF1763040,1650,1996,CBES T24 1992,,,,,
17420,17420.xml,1,Retail,601 - 615 BALBOA ST,Building [601 - 615 BALBOA ST],SF1637001,2430,1924,CBES Pre-1978,,,,,
17426,17426.xml,1,Retail,4134 - 4134 GEARY BLVD,Building [4134 - 4134 GEARY BLVD],SF1437020,5000,2000,CBES T24 1992,,,,,
17430,17430.xml,1,Retail,2346 - 2346 LOMBARD ST,Building [2346 - 2346 LOMBARD ST],SF0489015,3230,2015,CBES T24 2008,,,,,
17435,17435.xml,1,Office,1741 - 1743 BUCHANAN ST,Building [1741 - 1743 BUCHANAN ST],SF0685038,4783,1974,CBES Pre-1978,,,,,
17448,17448.xml,1,Retail,600 - 600 MONTEREY BLVD,Building [600 - 600 MONTEREY BLVD],SF3094049,2238,1997,CBES T24 1992,,,,,
17453,17453.xml,1,Retail,700 - 700 MONTEREY BLVD,Building [700 - 700 MONTEREY BLVD],SF3095005,3675,1925,CBES Pre-1978,,,,,
17465,17465.xml,1,Office,542 - 550 PACIFIC AVE,Building [542 - 550 PACIFIC AVE],SF0163008,5980,1996,CBES T24 1992,,,,,
17485,17485.xml,1,Retail,3115 - 3117 FILLMORE ST,Building [3115 - 3117 FILLMORE ST],SF0515008,3508,2011,CBES T24 2008,,,,,
17519,17519.xml,1,Retail,1846 - 1888 CLEMENT ST,Building [1846 - 1888 CLEMENT ST],SF1414061,2324,2014,CBES T24 2008,,,,,
17555,17555.xml,1,Retail,5636 - 5636 GEARY BLVD,Building [5636 - 5636 GEARY BLVD],SF1452021,3550,1902,CBES Pre-1978,,,,,
17565,17565.xml,1,Office,1071 - 1071 MISSISSIPPI ST,Building [1071 - 1071 MISSISSIPPI ST],SF4224167,1235,2011,CBES T24 2008,,,,,
17599,17599.xml,1,Retail,2777 - 2779 MISSION ST,Building [2777 - 2779 MISSION ST],SF3642024,2700,1920,CBES Pre-1978,,,,,
17600,17600.xml,1,Retail,5001 - 5001 03RD ST,Building [5001 - 5001 03RD ST],SF5339011,2850,1929,CBES Pre-1978,,,,,
17615,17615.xml,1,Retail,3071 - 3071 16TH ST,Building [3071 - 3071 16TH ST],SF3569076,2875,2012,CBES T24 2008,,,,,
17641,17641.xml,1,Retail,164 - 166 GRANT AVE,Building [164 - 166 GRANT AVE],SF0310017,8420,2008,CBES T24 2008,,,,,
17651,17651.xml,1,Retail,633 - 633 CLEMENT ST,Building [633 - 633 CLEMENT ST],SF1439047,1411,1908,CBES Pre-1978,,,,,
17669,17669.xml,1,Retail,3221 - 3225 PIERCE ST,Building [3221 - 3225 PIERCE ST],SF0489007,5036,1996,CBES T24 1992,,,,,
17699,17699.xml,1,Retail,736 - 738 CLEMENT ST,Building [736 - 738 CLEMENT ST],SF1425024,1690,1997,CBES T24 1992,,,,,
17704,17704.xml,1,Retail,4627 - 4629 GEARY BLVD,Building [4627 - 4629 GEARY BLVD],SF1534039,2944,1997,CBES T24 1992,,,,,
17728,17728.xml,1,Retail,434 - 440 GRANT AVE,Building [434 - 440 GRANT AVE],SF0270014,4565,1920,CBES Pre-1978,,,,,
17738,17738.xml,1,Retail,3431 - 3431 TARAVAL ST,Building [3431 - 3431 TARAVAL ST],SF2381045A,2250,1959,CBES Pre-1978,,,,,
17776,17776.xml,1,Retail,140 - 140 MAIDEN LN,Building [140 - 140 MAIDEN LN],SF0309019,4800,2000,CBES T24 1992,,,,,
17785,17785.xml,1,Retail,3633 - 3633 TARAVAL ST,Building [3633 - 3633 TARAVAL ST],SF2379040,1875,2016,CBES T24 2008,,,,,
17804,17804.xml,1,Retail,3248 - 3250 SCOTT ST,Building [3248 - 3250 SCOTT ST],SF0489027,1500,1950,CBES Pre-1978,,,,,
17818,17818.xml,1,Retail,2129 - 2129 TARAVAL ST,Building [2129 - 2129 TARAVAL ST],SF2394044,1650,1934,CBES Pre-1978,,,,,
17872,17872.xml,1,Retail,1747 - 1747 CHURCH ST,Building [1747 - 1747 CHURCH ST],SF6633017,2106,1997,CBES T24 1992,,,,,
17886,17886.xml,1,Office,2230 - 2230 LANE ST,Building [2230 - 2230 LANE ST],SF5414006,1500,2015,CBES T24 2008,,,,,
17887,17887.xml,1,Retail,3644 - 3644 LAWTON ST,Building [3644 - 3644 LAWTON ST],SF1888016,2500,1948,CBES Pre-1978,,,,,
17902,17902.xml,1,Retail,1981 - 1981 UNION ST,Building [1981 - 1981 UNION ST],SF0542022,2195,2010,CBES T24 2008,,,,,
17941,17941.xml,1,Retail,2915 - 2915 KEITH ST,Building [2915 - 2915 KEITH ST],SF4940024,2100,2010,CBES T24 2008,,,,,
17973,17973.xml,1,Retail,1726 - 1728 BUCHANAN ST,Building [1726 - 1728 BUCHANAN ST],SF0686035,4261,1982,CBES T24 1978,,,,,
17999,17999.xml,1,Retail,400 - 402 BAY ST,Building [400 - 402 BAY ST],SF0030003,2981,2014,CBES T24 2008,,,,,
18015,18015.xml,1,Retail,2548 - 2550 JUDAH ST,Building [2548 - 2550 JUDAH ST],SF1785017,2420,1997,CBES T24 1992,,,,,
18027,18027.xml,1,Retail,2110 - 2110 CLEMENT ST,Building [2110 - 2110 CLEMENT ST],SF1411009,2024,1998,CBES T24 1992,,,,,
18034,18034.xml,1,Retail,1933 - 1933 IRVING ST,Building [1933 - 1933 IRVING ST],SF1775049,2500,2014,CBES T24 2008,,,,,
18035,18035.xml,1,Retail,2259 - 2259 FILLMORE ST,Building [2259 - 2259 FILLMORE ST],SF0630001,3565,2011,CBES T24 2008,,,,,
18039,18039.xml,1,Retail,2404 - 2404 19TH AVE,Building [2404 - 2404 19TH AVE],SF2407028A,4000,2014,CBES T24 2008,,,,,
18046,18046.xml,1,Office,2400 - 2400 19TH AVE,Building [2400 - 2400 19TH AVE],SF2407029,2227,1996,CBES T24 1992,,,,,
18051,18051.xml,1,Retail,5615 - 5615 GEARY BLVD,Building [5615 - 5615 GEARY BLVD],SF1524040,2534,1915,CBES Pre-1978,,,,,
18053,18053.xml,1,Retail,3038 - 3038 CLEMENT ST,Building [3038 - 3038 CLEMENT ST],SF1402023,1602,2003,CBES T24 2001,,,,,
